Localização,Formato_Localizacao,Pais_Localizacao,Consistencia_Pais_Completa,Problemas_Localizacao,Localização_Padronizada,Cidade_Padronizada,Estado_Padronizado,Pais_Localizacao_Padronizado,Consistencia_Validada
Greater Valencia Metropolitan Area,Apenas País,Greater Valencia Metropolitan Area,Apenas Localização tem país,['OK'],Greater Valencia Metropolitan Area,,,Greater Valencia Metropolitan Area,True
Cologne Bonn Region,Apenas País,Cologne Bonn Region,Inconsistente,['OK'],Cologne Bonn Region,,,Cologne Bonn Region,False
Stuttgart Region,Apenas País,Stuttgart Region,Inconsistente,['OK'],Stuttgart Region,,,Stuttgart Region,False
"Isernhagen Farster Bauerschaft, Lower Saxony, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Isernhagen Farster Bauerschaft, Lower Saxony, Germany",Isernhagen Farster Bauerschaft,Lower Saxony,Germany,True
"Ismaning, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Ismaning, Bavaria, Germany",Ismaning,Bavaria,Germany,True
Greater Karlsruhe Area,Apenas País,Greater Karlsruhe Area,Inconsistente,['OK'],Greater Karlsruhe Area,,,Greater Karlsruhe Area,False
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Apenas Localização tem país,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,True
United Arab Emirates,Apenas País,United Arab Emirates,Consistente,['OK'],United Arab Emirates,,,United Arab Emirates,True
"Munich, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Munich, Bavaria, Germany",Munich,Bavaria,Germany,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
Greater Kassel Area,Apenas País,Greater Kassel Area,Inconsistente,['OK'],Greater Kassel Area,,,Greater Kassel Area,False
"Berlin, Berlin, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Berlin, Berlin, Germany",Berlin,Berlin,Germany,True
Estonia,Apenas País,Estonia,Consistente,['OK'],Estonia,,,Estonia,True
"Tel Aviv District, Israel","Cidade, País",Israel,Consistente,['OK'],"Tel Aviv District, Israel",Tel Aviv District,,Israel,True
"Stadt Hamburg, Hamburg, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Stadt Hamburg, Hamburg, Germany",Stadt Hamburg,Hamburg,Germany,True
"Budapest, Budapest, Hungary","Cidade, Estado, País",Hungary,Consistente,['OK'],"Budapest, Budapest, Hungary",Budapest,Budapest,Hungary,True
Austria,Apenas País,Austria,Consistente,['OK'],Austria,,,Austria,True
Austria,Apenas País,Austria,Consistente,['OK'],Austria,,,Austria,True
Austria,Apenas País,Austria,Consistente,['OK'],Austria,,,Austria,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Inconsistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,False
"London Area, United Kingdom","Cidade, País",United Kingdom,Consistente,['OK'],"London Area, United Kingdom",London Area,,United Kingdom,True
"Pamplona, Chartered Community of Navarre, Spain","Cidade, Estado, País",Spain,Apenas Localização tem país,['OK'],"Pamplona, Chartered Community of Navarre, Spain",Pamplona,Chartered Community of Navarre,Spain,True
Cologne Bonn Region,Apenas País,Cologne Bonn Region,Inconsistente,['OK'],Cologne Bonn Region,,,Cologne Bonn Region,False
Greater Munich Metropolitan Area,Apenas País,Greater Munich Metropolitan Area,Inconsistente,['OK'],"Munich, Bavaria, Germany",Munich,Bavaria,Germany,False
"Ozoir-la-Ferrière, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Ozoir-la-Ferrière, Ile-de-France, France",Ozoir-la-Ferrière,Ile-de-France,France,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
Greater La Rochelle Area,Apenas País,Greater La Rochelle Area,Inconsistente,['OK'],Greater La Rochelle Area,,,Greater La Rochelle Area,False
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"Gilching, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Gilching, Bavaria, Germany",Gilching,Bavaria,Germany,True
"Leicester, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Leicester, England, United Kingdom",Leicester,England,United Kingdom,True
Ireland,Apenas País,Ireland,Consistente,['OK'],Ireland,,,Ireland,True
"Bolívar, Venezuela","Cidade, País",Venezuela,Consistente,['OK'],"Bolívar, Venezuela",Bolívar,,Venezuela,True
"Lyon, Auvergne-Rhône-Alpes, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Lyon, Auvergne-Rhone-Alpes, France",Lyon,Auvergne-Rhone-Alpes,France,True
"Ingelheim am Rhein, Rhineland-Palatinate, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Ingelheim am Rhein, Rhineland-Palatinate, Germany",Ingelheim am Rhein,Rhineland-Palatinate,Germany,True
"Braşov, Romania","Cidade, País",Romania,Inconsistente,['OK'],"Braşov, Romenia",Braşov,,Romenia,False
"São Paulo, São Paulo, Brasil","Cidade, Estado, País",Brasil,Apenas Localização tem país,['OK'],"São Paulo, São Paulo, Brasil",São Paulo,São Paulo,Brasil,True
"Mumbai, Maharashtra, India","Cidade, Estado, País",India,Apenas Localização tem país,['OK'],"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,True
Germany,Apenas País,Germany,Consistente,['OK'],"Capital, Germany",Capital,,Germany,True
"Greater London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Greater London, England, United Kingdom",Greater London,England,United Kingdom,True
Stuttgart Region,Apenas País,Stuttgart Region,Inconsistente,['OK'],Stuttgart Region,,,Stuttgart Region,False
Stuttgart Region,Apenas País,Stuttgart Region,Inconsistente,['OK'],Stuttgart Region,,,Stuttgart Region,False
"Bromley, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Bromley, England, United Kingdom",Bromley,England,United Kingdom,True
Greater Vigo Metropolitan Area,Apenas País,Greater Vigo Metropolitan Area,Inconsistente,['OK'],Greater Vigo Metropolitan Area,,,Greater Vigo Metropolitan Area,False
"Framlingham, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Framlingham, England, United Kingdom",Framlingham,England,United Kingdom,True
"Toulouse, Occitanie, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Toulouse, Occitanie, France",Toulouse,Occitanie,France,True
"Paris Area, France","Cidade, País",France,Consistente,['OK'],"Paris Area, France",Paris Area,,France,True
"Nantes, Pays de la Loire, France","Cidade, Estado, País",France,Consistente,['OK'],"Nantes, Pays de la Loire, France",Nantes,Pays de la Loire,France,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
"Berlin, Berlin, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Berlin, Berlin, Germany",Berlin,Berlin,Germany,True
"Montabaur, Rhineland-Palatinate, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Montabaur, Rhineland-Palatinate, Germany",Montabaur,Rhineland-Palatinate,Germany,True
"Rosenheim, Bavaria, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Rosenheim, Bavaria, Germany",Rosenheim,Bavaria,Germany,True
"Raubling, Bavaria, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Raubling, Bavaria, Germany",Raubling,Bavaria,Germany,True
"Iphofen, Bavaria, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Iphofen, Bavaria, Germany",Iphofen,Bavaria,Germany,True
"Aachen, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Aachen, North Rhine-Westphalia, Germany",Aachen,North Rhine-Westphalia,Germany,True
"South Croydon, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"South Croydon, England, United Kingdom",South Croydon,England,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Paris, Île-de-France, France","Cidade, Estado, País",France,Apenas Localização tem país,['OK'],"Paris, Ile-de-France, France",Paris,Ile-de-France,France,True
"Copenhagen, Capital Region of Denmark, Denmark","Cidade, Estado, País",Denmark,Apenas Localização tem país,['OK'],"Copenhagen, Capital Region of Denmark, Denmark",Copenhagen,Capital Region of Denmark,Denmark,True
"Tonbridge, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Tonbridge, England, United Kingdom",Tonbridge,England,United Kingdom,True
"Reading, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Reading, England, United Kingdom",Reading,England,United Kingdom,True
"Vallendar, Rhineland-Palatinate, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Vallendar, Rhineland-Palatinate, Germany",Vallendar,Rhineland-Palatinate,Germany,True
Lodz Metropolitan Area,Apenas País,Lodz Metropolitan Area,Inconsistente,['OK'],Lodz Metropolitan Area,,,Lodz Metropolitan Area,False
Greater Munich Metropolitan Area,Apenas País,Greater Munich Metropolitan Area,Apenas Localização tem país,['OK'],"Munich, Bavaria, Germany",Munich,Bavaria,Germany,True
Cologne Bonn Region,Apenas País,Cologne Bonn Region,Inconsistente,['OK'],Cologne Bonn Region,,,Cologne Bonn Region,False
"Münster, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Münster, North Rhine-Westphalia, Germany",Münster,North Rhine-Westphalia,Germany,True
"Woodley, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Woodley, England, United Kingdom",Woodley,England,United Kingdom,True
Germany,Apenas País,Germany,Consistente,['OK'],"Capital, Germany",Capital,,Germany,True
Cracow Metropolitan Area,Apenas País,Cracow Metropolitan Area,Inconsistente,['OK'],Cracow Metropolitan Area,,,Cracow Metropolitan Area,False
"Metro Manila, National Capital Region, Philippines","Cidade, Estado, País",Philippines,Apenas Localização tem país,['OK'],"Metro Manila, National Capital Region, Philippines",Metro Manila,National Capital Region,Philippines,True
"Metro Manila, National Capital Region, Philippines","Cidade, Estado, País",Philippines,Apenas Localização tem país,['OK'],"Metro Manila, National Capital Region, Philippines",Metro Manila,National Capital Region,Philippines,True
Bosnia and Herzegovina,Apenas País,Bosnia and Herzegovina,Apenas Localização tem país,['OK'],Bosnia and Herzegovina,,,Bosnia and Herzegovina,True
"Swindon, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Swindon, England, United Kingdom",Swindon,England,United Kingdom,True
United Kingdom,Apenas País,United Kingdom,Apenas Localização tem país,['OK'],United Kingdom,,,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"Newcastle Upon Tyne, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Newcastle Upon Tyne, England, United Kingdom",Newcastle Upon Tyne,England,United Kingdom,True
"Newcastle upon Tyne, United Kingdom","Cidade, País",United Kingdom,Apenas Localização tem país,['OK'],"Newcastle upon Tyne, United Kingdom",Newcastle upon Tyne,,United Kingdom,True
"Redhill, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Redhill, England, United Kingdom",Redhill,England,United Kingdom,True
"Schliersee, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Schliersee, Bavaria, Germany",Schliersee,Bavaria,Germany,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"Killorglin, County Kerry, Ireland","Cidade, Estado, País",Ireland,Consistente,['OK'],"Killorglin, County Kerry, Ireland",Killorglin,County Kerry,Ireland,True
"Sinsheim, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Sinsheim, Baden-Württemberg, Germany",Sinsheim,Baden-Württemberg,Germany,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"São Paulo, Brazil","Cidade, País",Brazil,Consistente,['OK'],"São Paulo, Brazil",São Paulo,,Brazil,True
"Gdańsk, Pomorskie, Poland","Cidade, Estado, País",Poland,Apenas Localização tem país,['OK'],"Gdańsk, Pomorskie, Poland",Gdańsk,Pomorskie,Poland,True
"Gdańsk, Pomorskie, Poland","Cidade, Estado, País",Poland,Apenas Localização tem país,['OK'],"Gdańsk, Pomorskie, Poland",Gdańsk,Pomorskie,Poland,True
"Gdańsk, Pomorskie, Poland","Cidade, Estado, País",Poland,Apenas Localização tem país,['OK'],"Gdańsk, Pomorskie, Poland",Gdańsk,Pomorskie,Poland,True
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
"Skipton, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Skipton, England, United Kingdom",Skipton,England,United Kingdom,True
"Braga, Braga, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Braga, Braga, Portugal",Braga,Braga,Portugal,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Hasselt, Flemish Region, Belgium","Cidade, Estado, País",Belgium,Consistente,['OK'],"Hasselt, Flemish Region, Belgium",Hasselt,Flemish Region,Belgium,True
"Milton Keynes, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Milton Keynes, England, United Kingdom",Milton Keynes,England,United Kingdom,True
"Murcia, Región de Murcia, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Murcia, Región de Murcia, Spain",Murcia,Región de Murcia,Spain,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Inconsistente,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,False
"Mannheim, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Mannheim, Baden-Württemberg, Germany",Mannheim,Baden-Württemberg,Germany,True
Portugal,Apenas País,Portugal,Apenas Localização tem país,['OK'],"Capital, Portugal",Capital,,Portugal,True
Netherlands,Apenas País,Netherlands,Consistente,['OK'],Netherlands,,,Netherlands,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"Dresden, Saxony, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Dresden, Saxony, Germany",Dresden,Saxony,Germany,True
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
Greater Madrid Metropolitan Area,Apenas País,Greater Madrid Metropolitan Area,Apenas Localização tem país,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Trossingen, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Trossingen, Baden-Württemberg, Germany",Trossingen,Baden-Württemberg,Germany,True
"Neuses, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Neuses, Baden-Württemberg, Germany",Neuses,Baden-Württemberg,Germany,True
"Karlsruhe, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Karlsruhe, Baden-Württemberg, Germany",Karlsruhe,Baden-Württemberg,Germany,True
"Greater London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Greater London, England, United Kingdom",Greater London,England,United Kingdom,True
Greater Valencia Metropolitan Area,Apenas País,Greater Valencia Metropolitan Area,Apenas Localização tem país,['OK'],Greater Valencia Metropolitan Area,,,Greater Valencia Metropolitan Area,True
"Marseille, Provence-Alpes-Côte d'Azur, France","Cidade, Estado, País",France,Consistente,['Caracteres especiais'],"Marseille, Provence-Alpes-Cote d'Azur, France",Marseille,Provence-Alpes-Cote d'Azur,France,True
"Gilching, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Gilching, Bavaria, Germany",Gilching,Bavaria,Germany,True
"Gilching, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Gilching, Bavaria, Germany",Gilching,Bavaria,Germany,True
"Frankfurt, Hesse, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Frankfurt, Hesse, Germany",Frankfurt,Hesse,Germany,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Apenas Localização tem país,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Apenas Localização tem país,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,True
"Munich, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Munich, Bavaria, Germany",Munich,Bavaria,Germany,True
Greater Hamburg Area,Apenas País,Greater Hamburg Area,Inconsistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,False
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Inconsistente,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,False
"Eschweiler, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Eschweiler, North Rhine-Westphalia, Germany",Eschweiler,North Rhine-Westphalia,Germany,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
"Munich, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Munich, Bavaria, Germany",Munich,Bavaria,Germany,True
"Kempen, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Kempen, North Rhine-Westphalia, Germany",Kempen,North Rhine-Westphalia,Germany,True
Germany,Apenas País,Germany,Apenas Localização tem país,['OK'],"Capital, Germany",Capital,,Germany,True
Ireland,Apenas País,Ireland,Consistente,['OK'],Ireland,,,Ireland,True
Ireland,Apenas País,Ireland,Consistente,['OK'],Ireland,,,Ireland,True
"Munich, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Munich, Bavaria, Germany",Munich,Bavaria,Germany,True
"Freiburg, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Freiburg, Baden-Württemberg, Germany",Freiburg,Baden-Württemberg,Germany,True
"Poznań, Wielkopolskie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Poznań, Wielkopolskie, Poland",Poznań,Wielkopolskie,Poland,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
United Kingdom,Apenas País,United Kingdom,Apenas Localização tem país,['OK'],United Kingdom,,,United Kingdom,True
United Kingdom,Apenas País,United Kingdom,Consistente,['OK'],United Kingdom,,,United Kingdom,True
"Warrington, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Warrington, England, United Kingdom",Warrington,England,United Kingdom,True
"Leeds, England, United Kingdom","Cidade, Estado, País",United Kingdom,Apenas Localização tem país,['OK'],"Leeds, England, United Kingdom",Leeds,England,United Kingdom,True
Frankfurt Rhine-Main Metropolitan Area,Apenas País,Frankfurt Rhine-Main Metropolitan Area,Apenas Localização tem país,['OK'],Frankfurt Rhine-Main Metropolitan Area,,,Frankfurt Rhine-Main Metropolitan Area,True
"Hamburg, Hamburg, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,True
"Linkenheim-Hochstetten, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Apenas Localização tem país,['OK'],"Linkenheim-Hochstetten, Baden-Württemberg, Germany",Linkenheim-Hochstetten,Baden-Württemberg,Germany,True
"Fleury-la-Montagne, Bourgogne-Franche-Comté, France","Cidade, Estado, País",France,Consistente,['OK'],"Fleury-la-Montagne, Bourgogne-Franche-Comté, France",Fleury-la-Montagne,Bourgogne-Franche-Comté,France,True
Lithuania,Apenas País,Lithuania,Consistente,['OK'],Lithuania,,,Lithuania,True
Lithuania,Apenas País,Lithuania,Consistente,['OK'],Lithuania,,,Lithuania,True
"Castres, Occitanie, France","Cidade, Estado, País",France,Consistente,['OK'],"Castres, Occitanie, France",Castres,Occitanie,France,True
"Aveiro, Aveiro, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Aveiro, Aveiro, Portugal",Aveiro,Aveiro,Portugal,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Maharashtra, India","Cidade, País",India,Apenas Localização tem país,['OK'],"Maharashtra, India",Maharashtra,,India,True
Greater Barcelona Metropolitan Area,Apenas País,Greater Barcelona Metropolitan Area,Apenas Localização tem país,['OK'],"Barcelona, Catalonia, Spain",Barcelona,Catalonia,Spain,True
"Mühltal, Hesse, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Mühltal, Hesse, Germany",Mühltal,Hesse,Germany,True
France,Apenas País,France,Consistente,['OK'],"Capital, France",Capital,,France,True
"Panaji, Goa, India","Cidade, Estado, País",India,Consistente,['OK'],"Panaji, Goa, India",Panaji,Goa,India,True
"Níkaia, Attiki, Greece","Cidade, Estado, País",Greece,Consistente,['OK'],"Níkaia, Attiki, Greece",Níkaia,Attiki,Greece,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
"London, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"London, England, United Kingdom",London,England,United Kingdom,True
Berlin Metropolitan Area,Apenas País,Berlin Metropolitan Area,Inconsistente,['OK'],Berlin Metropolitan Area,,,Berlin Metropolitan Area,False
Greater Bielefeld Area,Apenas País,Greater Bielefeld Area,Inconsistente,['OK'],Greater Bielefeld Area,,,Greater Bielefeld Area,False
"Warsaw, Mazowieckie, Poland","Cidade, Estado, País",Poland,Consistente,['OK'],"Warsaw, Mazowieckie, Poland",Warsaw,Mazowieckie,Poland,True
Wroclaw Metropolitan Area,Apenas País,Wroclaw Metropolitan Area,Inconsistente,['OK'],Wroclaw Metropolitan Area,,,Wroclaw Metropolitan Area,False
Wroclaw Metropolitan Area,Apenas País,Wroclaw Metropolitan Area,Inconsistente,['OK'],Wroclaw Metropolitan Area,,,Wroclaw Metropolitan Area,False
United Kingdom,Apenas País,United Kingdom,Consistente,['OK'],United Kingdom,,,United Kingdom,True
"Karlsruhe, Baden-Württemberg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Karlsruhe, Baden-Württemberg, Germany",Karlsruhe,Baden-Württemberg,Germany,True
"Möhrendorf, Bavaria, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Möhrendorf, Bavaria, Germany",Möhrendorf,Bavaria,Germany,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Apenas Localização tem país,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,True
Greater Paris Metropolitan Region,Apenas País,Greater Paris Metropolitan Region,Apenas Localização tem país,['OK'],"Paris, Île-de-France, France",Paris,Île-de-France,France,True
"Würselen, North Rhine-Westphalia, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Würselen, North Rhine-Westphalia, Germany",Würselen,North Rhine-Westphalia,Germany,True
Porto Metropolitan Area,Apenas País,Porto Metropolitan Area,Inconsistente,['OK'],Porto Metropolitan Area,,,Porto Metropolitan Area,False
"Hamburg, Hamburg, Germany","Cidade, Estado, País",Germany,Consistente,['OK'],"Hamburg, Hamburg, Germany",Hamburg,Hamburg,Germany,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Lynnfield, Massachusetts, United States","Cidade, Estado, País",United States,Consistente,['OK'],"Lynnfield, Massachusetts, United States",Lynnfield,Massachusetts,United States,True
"Boca Raton, Florida, United States","Cidade, Estado, País",United States,Consistente,['OK'],"Boca Raton, Florida, United States",Boca Raton,Florida,United States,True
"Manchester, England, United Kingdom","Cidade, Estado, País",United Kingdom,Consistente,['OK'],"Manchester, England, United Kingdom",Manchester,England,United Kingdom,True
Portugal,Apenas País,Portugal,Consistente,['OK'],"Capital, Portugal",Capital,,Portugal,True
Portugal,Apenas País,Portugal,Consistente,['OK'],"Capital, Portugal",Capital,,Portugal,True
"Santa Barbara, California, United States","Cidade, Estado, País",United States,Consistente,['OK'],"Santa Barbara, California, United States",Santa Barbara,California,United States,True
"Boituva, São Paulo, Brazil","Cidade, Estado, País",Brazil,Consistente,['OK'],"Boituva, São Paulo, Brazil",Boituva,São Paulo,Brazil,True
"Lisboa, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Madrid, Community of Madrid, Spain","Cidade, Estado, País",Spain,Consistente,['OK'],"Madrid, Community of Madrid, Spain",Madrid,Community of Madrid,Spain,True
"Lisbon, Lisbon, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Lisbon, Lisbon, Portugal",Lisbon,Lisbon,Portugal,True
"Braga, Braga, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Braga, Braga, Portugal",Braga,Braga,Portugal,True
Portugal,Apenas País,Portugal,Consistente,['OK'],"Capital, Portugal",Capital,,Portugal,True
"Ponte do Lima, Viana do Castelo, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Ponte do Lima, Viana do Castelo, Portugal",Ponte do Lima,Viana do Castelo,Portugal,True
"Porto, Porto, Portugal","Cidade, Estado, País",Portugal,Consistente,['OK'],"Porto, Porto, Portugal",Porto,Porto,Portugal,True
"Porto, Portugal","Cidade, País",Portugal,Consistente,['OK'],"Porto, Portugal",Porto,,Portugal,True
