País da empresa,Localização da empresa,Estado,Cidade,Cidade_empresa,Estado_empresa,Localizacao_empresa_padronizada,Cidade_empresa_padronizada,Estado_empresa_padronizada,Pais_empresa_padronizada,Pais_consistente
Germany,"Hamburg, Hamburg, Germany",North Rhine-Westphalia,Dortmund,Hamburg,Hamburg,"Hamburg, Hamburg, Alemanha",Hamburg,Hamburg,Alemanha,Alemanha
France,"Issy-les-Moulineaux, Île-de-France, France",,,Issy-les-Moulineaux,Île-de-France,"Issy-Les-Moulineaux, Ilha De França, França",Issy-Les-Moulineaux,Ilha De França,França,França
Germany,"Gütersloh, North Rhine-Westphalia, Germany",Hamburg,Hamburg,Gütersloh,North Rhine-Westphalia,"Gütersloh, Renânia Do Norte-Vestfália, Alemanha",Gütersloh,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Gütersloh, North Rhine-Westphalia, Germany",Hamburg,Hamburg,Gütersloh,North Rhine-Westphalia,"Gütersloh, Renânia Do Norte-Vestfália, Alemanha",Gütersloh,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Belgium,"Hasselt, Flemish Region, Belgium",Flemish Region,Hasselt,Hasselt,Flemish Region,"Hasselt, Flemish Region, Bélgica",Hasselt,Flemish Region,Bélgica,Bélgica
Germany,"Brunswick, Lower Saxony, Germany",,,Brunswick,Lower Saxony,"Brunswick, Lower Saxony, Alemanha",Brunswick,Lower Saxony,Alemanha,Alemanha
Germany,"Munich, Bavaria, Germany",,,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
France,"St.-Denis, Île-de-France, France",Catalonia,Barcelona,St.-Denis,Île-de-France,"St.-Denis, Ilha De França, França",St.-Denis,Ilha De França,França,França
United Kingdom,"Leeds, England, United Kingdom",England,Leeds,Leeds,England,"Leeds, Inglaterra, Reino Unido",Leeds,Inglaterra,Reino Unido,Reino Unido
Lithuania,"Kaunas, Kaunas, Lithuania",,,Kaunas,Kaunas,"Kaunas, Kaunas, Lituânia",Kaunas,Kaunas,Lituânia,Lituânia
France,"Rennes, Brittany, France",,,Rennes,Brittany,"Rennes, Brittany, França",Rennes,Brittany,França,França
Germany,"Berlin, Berlin, Germany",Thuringia,Weimar,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,City Of Westminster,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",Haryana,Gurgaon,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",Haryana,Gurgaon,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
France,"Massy, Île-de-France, France",Île-de-France,Paris,Massy,Île-de-France,"Massy, Ilha De França, França",Massy,Ilha De França,França,França
France,"Massy, Île-de-France, France",Île-de-France,Paris,Massy,Île-de-France,"Massy, Ilha De França, França",Massy,Ilha De França,França,França
Belgium,"Kontich, Flemish Region, Belgium",Flemish Region,Ranst,Kontich,Flemish Region,"Kontich, Flemish Region, Bélgica",Kontich,Flemish Region,Bélgica,Bélgica
Spain,"Barcelona, Catalonia, Spain",,,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Germany,"Radolfzell, Baden-Württemberg, Germany",Baden-Württemberg,Constance,Radolfzell,Baden-Württemberg,"Radolfzell, Baden-Württemberg, Alemanha",Radolfzell,Baden-Württemberg,Alemanha,Alemanha
Belgium,"Brussels, Brussels Region, Belgium",Flemish Region,Mechelen,Brussels,Brussels Region,"Brussels, Brussels Region, Bélgica",Brussels,Brussels Region,Bélgica,Bélgica
United Kingdom,"Reading, England, United Kingdom",England,Wokingham,Reading,England,"Reading, Inglaterra, Reino Unido",Reading,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"Reading, England, United Kingdom",England,Wokingham,Reading,England,"Reading, Inglaterra, Reino Unido",Reading,Inglaterra,Reino Unido,Reino Unido
Germany,"Berlin, Berlin, Germany",,,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
Germany,"Mannheim, Baden-Württemberg, Germany",,,Mannheim,Baden-Württemberg,"Mannheim, Baden-Württemberg, Alemanha",Mannheim,Baden-Württemberg,Alemanha,Alemanha
Germany,"Düsseldorf, North Rhine-Westphalia, Germany",North Rhine-Westphalia,Düsseldorf,Düsseldorf,North Rhine-Westphalia,"Düsseldorf, Renânia Do Norte-Vestfália, Alemanha",Düsseldorf,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Belgium,"Brussels, Brussels Region, Belgium",,,Brussels,Brussels Region,"Brussels, Brussels Region, Bélgica",Brussels,Brussels Region,Bélgica,Bélgica
Germany,"Frankfurt, Hesse, Germany",,,Frankfurt,Hesse,"Frankfurt, Hessen, Alemanha",Frankfurt,Hessen,Alemanha,Alemanha
Germany,"Berlin, Berlin, Germany",,,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
France,"Vitrolles, Provence-Alpes-Côte d'Azur, France",Provence-Alpes-Côte d'Azur,Vitrolles,Vitrolles,Provence-Alpes-Côte d'Azur,"Vitrolles, Provence-Alpes-Côte D'Azur, França",Vitrolles,Provence-Alpes-Côte D'Azur,França,França
France,"Vitrolles, Provence-Alpes-Côte d'Azur, France",Provence-Alpes-Côte d'Azur,Vitrolles,Vitrolles,Provence-Alpes-Côte d'Azur,"Vitrolles, Provence-Alpes-Côte D'Azur, França",Vitrolles,Provence-Alpes-Côte D'Azur,França,França
Spain,"Sant Just Desvern, Catalonia, Spain",,,Sant Just Desvern,Catalonia,"Sant Just Desvern, Catalunha, Espanha",Sant Just Desvern,Catalunha,Espanha,Espanha
Spain,"Sant Just Desvern, Catalonia, Spain",,,Sant Just Desvern,Catalonia,"Sant Just Desvern, Catalunha, Espanha",Sant Just Desvern,Catalunha,Espanha,Espanha
Germany,"Duisburg, North Rhine-Westphalia, Germany",,,Duisburg,North Rhine-Westphalia,"Duisburg, Renânia Do Norte-Vestfália, Alemanha",Duisburg,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Duisburg, North Rhine-Westphalia, Germany",,,Duisburg,North Rhine-Westphalia,"Duisburg, Renânia Do Norte-Vestfália, Alemanha",Duisburg,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Hamburg, Hamburg, Germany",,,Hamburg,Hamburg,"Hamburg, Hamburg, Alemanha",Hamburg,Hamburg,Alemanha,Alemanha
United Kingdom,"Solihull, England, United Kingdom",,,Solihull,England,"Solihull, Inglaterra, Reino Unido",Solihull,Inglaterra,Reino Unido,Reino Unido
Spain,"Barcelona, Catalonia, Spain",Valencian Community,Valencia,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",Valencian Community,Valencia,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",Valencian Community,Valencia,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Spain,"Barcelona, Catalonia, Spain",Valencian Community,Valencia,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
Germany,"Munich, Bavaria, Germany",Bavaria,Holzkirchen,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",Community of Madrid,Madrid,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",Connecticut,Hamden,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",Connecticut,Hamden,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
France,"St-Étienne, Auvergne-Rhône-Alpes, France",,,St-Étienne,Auvergne-Rhône-Alpes,"St-Étienne, Auvergne-Rhône-Alpes, França",St-Étienne,Auvergne-Rhône-Alpes,França,França
France,"St-Étienne, Auvergne-Rhône-Alpes, France",,,St-Étienne,Auvergne-Rhône-Alpes,"St-Étienne, Auvergne-Rhône-Alpes, França",St-Étienne,Auvergne-Rhône-Alpes,França,França
Germany,"Hamburg, Hamburg, Germany",,,Hamburg,Hamburg,"Hamburg, Hamburg, Alemanha",Hamburg,Hamburg,Alemanha,Alemanha
France,"Rueil-Malmaison, Île-de-France, France",,,Rueil-Malmaison,Île-de-France,"Rueil-Malmaison, Ilha De França, França",Rueil-Malmaison,Ilha De França,França,França
United Kingdom,"London, England, United Kingdom",,Seoul,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",,Seoul,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"Sandwich, England, United Kingdom",England,Canterbury,Sandwich,England,"Sandwich, Inglaterra, Reino Unido",Sandwich,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Augsburg, Bavaria, Germany",Hesse,Eppertshausen,Augsburg,Bavaria,"Augsburg, Baviera, Alemanha",Augsburg,Baviera,Alemanha,Alemanha
Germany,"Augsburg, Bavaria, Germany",Hesse,Eppertshausen,Augsburg,Bavaria,"Augsburg, Baviera, Alemanha",Augsburg,Baviera,Alemanha,Alemanha
Germany,"Schloß Holte, North Rhine-Westphalia, Germany",North Rhine-Westphalia,Schloß Holte-Stukenbrock,Schloß Holte,North Rhine-Westphalia,"Schloß Holte, Renânia Do Norte-Vestfália, Alemanha",Schloß Holte,Renânia Do Norte-Vestfália,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",Maharashtra,Mumbai,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",Sofia,Lozenets,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Ireland,Greater Dublin,Dún Laoghaire-Rathdown,Sandyford,Greater Dublin,,Greater Dublin,Greater Dublin,,,Ireland
United Kingdom,"London, England, United Kingdom",Geneva,Geneva,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Poland,"Łódź, Łódzkie, Poland",,,Łódź,Łódzkie,"Łódź, Łódzkie, Polônia",Łódź,Łódzkie,Polônia,Polônia
France,"Boulogne-Billancourt, Île-de-France, France",Walloon Region,Liège,Boulogne-Billancourt,Île-de-France,"Boulogne-Billancourt, Ilha De França, França",Boulogne-Billancourt,Ilha De França,França,França
France,"Labège, Occitanie, France",Occitanie,Toulouse,Labège,Occitanie,"Labège, Occitanie, França",Labège,Occitanie,França,França
Germany,"Schifferstadt, Rhineland-Palatinate, Germany",,,Schifferstadt,Rhineland-Palatinate,"Schifferstadt, Rhineland-Palatinate, Alemanha",Schifferstadt,Rhineland-Palatinate,Alemanha,Alemanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Germany,"Karlsruhe, Baden-Württemberg, Germany",,,Karlsruhe,Baden-Württemberg,"Karlsruhe, Baden-Württemberg, Alemanha",Karlsruhe,Baden-Württemberg,Alemanha,Alemanha
Germany,"Pforzheim, Baden-Württemberg, Germany",,,Pforzheim,Baden-Württemberg,"Pforzheim, Baden-Württemberg, Alemanha",Pforzheim,Baden-Württemberg,Alemanha,Alemanha
Germany,"Hannover, Lower Saxony, Germany",Lower Saxony,Isernhagen Farster Bauerschaft,Hannover,Lower Saxony,"Hannover, Lower Saxony, Alemanha",Hannover,Lower Saxony,Alemanha,Alemanha
Germany,"Krailling, Bavaria, Germany",Bavaria,Ismaning,Krailling,Bavaria,"Krailling, Baviera, Alemanha",Krailling,Baviera,Alemanha,Alemanha
Germany,"Lübeck, Schleswig-Holstein, Germany",,,Lübeck,Schleswig-Holstein,"Lübeck, Schleswig-Holstein, Alemanha",Lübeck,Schleswig-Holstein,Alemanha,Alemanha
France,"Wasquehal, Hauts-de-France, France",,,Wasquehal,Hauts-de-France,"Wasquehal, Hauts-De-France, França",Wasquehal,Hauts-De-France,França,França
United Kingdom,"Manchester, England, United Kingdom",,,Manchester,England,"Manchester, Inglaterra, Reino Unido",Manchester,Inglaterra,Reino Unido,Reino Unido
Germany,"Traunstein, Bavaria, Germany",Bavaria,Munich,Traunstein,Bavaria,"Traunstein, Baviera, Alemanha",Traunstein,Baviera,Alemanha,Alemanha
Germany,"Wiesloch, Baden-Württemberg, Germany",,,Wiesloch,Baden-Württemberg,"Wiesloch, Baden-Württemberg, Alemanha",Wiesloch,Baden-Württemberg,Alemanha,Alemanha
Germany,"Möhnesee, Nordrhein-Westfalen",,,Möhnesee,Nordrhein-Westfalen,"Möhnesee, Nordrhein-Westfalen",Möhnesee,,Nordrhein-Westfalen,Nordrhein-Westfalen
Germany,"Berlin, Berlin, Germany",Berlin,Berlin,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
Estonia,"Tallinn, Harjumaa, Estonia",,,Tallinn,Harjumaa,"Tallinn, Harjumaa, Estonia",Tallinn,Harjumaa,Estonia,Estonia
United Kingdom,"London, England, United Kingdom",,Tel Aviv District,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Hamburg, Hamburg, Germany",Hamburg,Stadt Hamburg,Hamburg,Hamburg,"Hamburg, Hamburg, Alemanha",Hamburg,Hamburg,Alemanha,Alemanha
Germany,"Nuremberg, Bavaria, Germany",Budapest,Budapest,Nuremberg,Bavaria,"Nuremberg, Baviera, Alemanha",Nuremberg,Baviera,Alemanha,Alemanha
Germany,"Stuttgart, Baden-Württemberg, Germany",,,Stuttgart,Baden-Württemberg,"Stuttgart, Baden-Württemberg, Alemanha",Stuttgart,Baden-Württemberg,Alemanha,Alemanha
Germany,"Stuttgart, Baden-Württemberg, Germany",,,Stuttgart,Baden-Württemberg,"Stuttgart, Baden-Württemberg, Alemanha",Stuttgart,Baden-Württemberg,Alemanha,Alemanha
Germany,"Stuttgart, Baden-Württemberg, Germany",,,Stuttgart,Baden-Württemberg,"Stuttgart, Baden-Württemberg, Alemanha",Stuttgart,Baden-Württemberg,Alemanha,Alemanha
Spain,"Madrid, Community of Madrid, Spain",,,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
United Kingdom,"London Colney, England, United Kingdom",,London Area,London Colney,England,"London Colney, Inglaterra, Reino Unido",London Colney,Inglaterra,Reino Unido,Reino Unido
France,"St.-Ouen, Île-de-France, France",Chartered Community of Navarre,Pamplona,St.-Ouen,Île-de-France,"St.-Ouen, Ilha De França, França",St.-Ouen,Ilha De França,França,França
Germany,"Bonn, North Rhine-Westphalia, Germany",,,Bonn,North Rhine-Westphalia,"Bonn, Renânia Do Norte-Vestfália, Alemanha",Bonn,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Munich, Bavaria, Germany",,,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
France,"Paris, Île-de-France, France",Île-de-France,Ozoir-la-Ferrière,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
Spain,"Cornellà de Llobregat, Catalonia, Spain",,,Cornellà de Llobregat,Catalonia,"Cornellà De Llobregat, Catalunha, Espanha",Cornellà De Llobregat,Catalunha,Espanha,Espanha
France,"Sèvres, Île-de-France, France",,,Sèvres,Île-de-France,"Sèvres, Ilha De França, França",Sèvres,Ilha De França,França,França
United Kingdom,"Ilford, England, United Kingdom",England,London,Ilford,England,"Ilford, Inglaterra, Reino Unido",Ilford,Inglaterra,Reino Unido,Reino Unido
Germany,"Seefeld, Bavaria, Germany",Bavaria,Gilching,Seefeld,Bavaria,"Seefeld, Baviera, Alemanha",Seefeld,Baviera,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,Leicester,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Ireland,"Dublin 12, County Dublin, Ireland",,,Dublin 12,County Dublin,"Dublin 12, County Dublin, Irlanda",Dublin 12,County Dublin,Irlanda,Irlanda
Spain,"Barcelona, Catalonia, Spain",,Bolívar,Barcelona,Catalonia,"Barcelona, Catalunha, Espanha",Barcelona,Catalunha,Espanha,Espanha
France,"Villeurbanne, Auvergne-Rhône-Alpes, France",Auvergne-Rhône-Alpes,Lyon,Villeurbanne,Auvergne-Rhône-Alpes,"Villeurbanne, Auvergne-Rhône-Alpes, França",Villeurbanne,Auvergne-Rhône-Alpes,França,França
Germany,"Dreieich, Hesse, Germany",Rhineland-Palatinate,Ingelheim am Rhein,Dreieich,Hesse,"Dreieich, Hessen, Alemanha",Dreieich,Hessen,Alemanha,Alemanha
United Kingdom,"London Colney, England, United Kingdom",,Braşov,London Colney,England,"London Colney, Inglaterra, Reino Unido",London Colney,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",São Paulo,São Paulo,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Ireland,"Dublin, Dublin",Maharashtra,Mumbai,Dublin,Dublin,"Dublin, Dublin",Dublin,,Dublin,Dublin
Germany,"Berlin, Berlin, Germany",,,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,Greater London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Stuttgart, Baden-Württemberg, Germany",,,Stuttgart,Baden-Württemberg,"Stuttgart, Baden-Württemberg, Alemanha",Stuttgart,Baden-Württemberg,Alemanha,Alemanha
Germany,"Stuttgart, Baden-Württemberg, Germany",,,Stuttgart,Baden-Württemberg,"Stuttgart, Baden-Württemberg, Alemanha",Stuttgart,Baden-Württemberg,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,Bromley,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Spain,"Porriño, Galicia, Spain",,,Porriño,Galicia,"Porriño, Galicia, Espanha",Porriño,Galicia,Espanha,Espanha
United Kingdom,"London, England, United Kingdom",England,Framlingham,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
France,"Toulouse, Occitanie, France",Occitanie,Toulouse,Toulouse,Occitanie,"Toulouse, Occitanie, França",Toulouse,Occitanie,França,França
France,France,,Paris Area,France,,France,France,,,France
France,"Nantes, Pays de la Loire, France",Pays de la Loire,Nantes,Nantes,Pays de la Loire,"Nantes, Pays De La Loire, França",Nantes,Pays De La Loire,França,França
France,"Sèvres, Île-de-France, France",,,Sèvres,Île-de-France,"Sèvres, Ilha De França, França",Sèvres,Ilha De França,França,França
Germany,"Berlin, Berlin, Germany",Berlin,Berlin,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
Germany,"Hamm, North Rhine-Westphalia, Germany",Rhineland-Palatinate,Montabaur,Hamm,North Rhine-Westphalia,"Hamm, Renânia Do Norte-Vestfália, Alemanha",Hamm,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Rosenheim, Bayern",Bavaria,Rosenheim,Rosenheim,Bayern,"Rosenheim, Bayern",Rosenheim,,Bayern,Bayern
Germany,"Rosenheim, Bayern",Bavaria,Raubling,Rosenheim,Bayern,"Rosenheim, Bayern",Rosenheim,,Bayern,Bayern
Germany,"Bargteheide, Schleswig-Holstein, Germany",Bavaria,Iphofen,Bargteheide,Schleswig-Holstein,"Bargteheide, Schleswig-Holstein, Alemanha",Bargteheide,Schleswig-Holstein,Alemanha,Alemanha
Germany,"Cologne, North Rhine-Westphalia, Germany",North Rhine-Westphalia,Aachen,Cologne,North Rhine-Westphalia,"Cologne, Renânia Do Norte-Vestfália, Alemanha",Cologne,Renânia Do Norte-Vestfália,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,South Croydon,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
France,"Paris, Île-de-France, France",Île-de-France,Paris,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
France,"Paris, Île-de-France, France",Île-de-France,Paris,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
Germany,"Gerlingen, Baden-Württemberg, Germany",Capital Region of Denmark,Copenhagen,Gerlingen,Baden-Württemberg,"Gerlingen, Baden-Württemberg, Alemanha",Gerlingen,Baden-Württemberg,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,Tonbridge,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"Greater London, England, United Kingdom",England,Reading,Greater London,England,"Greater London, Inglaterra, Reino Unido",Greater London,Inglaterra,Reino Unido,Reino Unido
Germany,"Sandbach, Hesse, Germany",Rhineland-Palatinate,Vallendar,Sandbach,Hesse,"Sandbach, Hessen, Alemanha",Sandbach,Hessen,Alemanha,Alemanha
Poland,"Łódź, Łódzkie, Poland",,,Łódź,Łódzkie,"Łódź, Łódzkie, Polônia",Łódź,Łódzkie,Polônia,Polônia
Germany,"Berlin, Berlin, Germany",,,Berlin,Berlin,"Berlin, Berlin, Alemanha",Berlin,Berlin,Alemanha,Alemanha
Germany,"Troisdorf, North Rhine-Westphalia, Germany",,,Troisdorf,North Rhine-Westphalia,"Troisdorf, Renânia Do Norte-Vestfália, Alemanha",Troisdorf,Renânia Do Norte-Vestfália,Alemanha,Alemanha
Germany,"Brunswick, Lower Saxony, Germany",North Rhine-Westphalia,Münster,Brunswick,Lower Saxony,"Brunswick, Lower Saxony, Alemanha",Brunswick,Lower Saxony,Alemanha,Alemanha
United Kingdom,"Richmond Upon Thames, England, United Kingdom",England,Woodley,Richmond Upon Thames,England,"Richmond Upon Thames, Inglaterra, Reino Unido",Richmond Upon Thames,Inglaterra,Reino Unido,Reino Unido
Germany,"Munich, Bavaria, Germany",,,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
Poland,"Cracow, Małopolskie, Poland",,,Cracow,Małopolskie,"Cracow, Pequena Polônia, Polônia",Cracow,Pequena Polônia,Polônia,Polônia
France,"Paris, Île-de-France, France",National Capital Region,Metro Manila,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
France,"Paris, Île-de-France, France",National Capital Region,Metro Manila,Paris,Île-de-France,"Paris, Ilha De França, França",Paris,Ilha De França,França,França
Portugal,"Guimarães, Braga, Portugal",,,Guimarães,Braga,"Guimarães, Braga, Portugal",Guimarães,Braga,Portugal,Portugal
United Kingdom,"London, England, United Kingdom",England,Swindon,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",,,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
,,England,Newcastle Upon Tyne,,,"Newcastle Upon Tyne, England, United Kingdom",,,,United Kingdom
United Kingdom,"Team Valley Trading Estate, England, United Kingdom",,Newcastle upon Tyne,Team Valley Trading Estate,England,"Team Valley Trading Estate, Inglaterra, Reino Unido",Team Valley Trading Estate,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,Redhill,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Germany,"Munich, Bavaria, Germany",Bavaria,Schliersee,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"Maidenhead, England, United Kingdom",County Kerry,Killorglin,Maidenhead,England,"Maidenhead, Inglaterra, Reino Unido",Maidenhead,Inglaterra,Reino Unido,Reino Unido
Germany,"Munich, Bavaria, Germany",Baden-Württemberg,Sinsheim,Munich,Bavaria,"Munich, Baviera, Alemanha",Munich,Baviera,Alemanha,Alemanha
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
United Kingdom,"London, England, United Kingdom",England,London,London,England,"London, Inglaterra, Reino Unido",London,Inglaterra,Reino Unido,Reino Unido
Lithuania,"Vilnius, Vilniaus, Lithuania",,São Paulo,Vilnius,Vilniaus,"Vilnius, Vilnius, Lituânia",Vilnius,Vilnius,Lituânia,Lituânia
Poland,"Gdańsk, Pomorskie, Poland",Pomorskie,Gdańsk,Gdańsk,Pomorskie,"Gdańsk, Pomerânia, Polônia",Gdańsk,Pomerânia,Polônia,Polônia
Poland,"Gdańsk, Pomorskie, Poland",Pomorskie,Gdańsk,Gdańsk,Pomorskie,"Gdańsk, Pomerânia, Polônia",Gdańsk,Pomerânia,Polônia,Polônia
Poland,"Gdańsk, Pomorskie, Poland",Pomorskie,Gdańsk,Gdańsk,Pomorskie,"Gdańsk, Pomerânia, Polônia",Gdańsk,Pomerânia,Polônia,Polônia
Poland,"Warsaw, Mazowieckie, Poland",Mazowieckie,Warsaw,Warsaw,Mazowieckie,"Warsaw, Mazowieckie, Polônia",Warsaw,Mazowieckie,Polônia,Polônia
Poland,"Warsaw, Mazowieckie, Poland",Mazowieckie,Warsaw,Warsaw,Mazowieckie,"Warsaw, Mazowieckie, Polônia",Warsaw,Mazowieckie,Polônia,Polônia
Poland,"Warsaw, Mazowieckie, Poland",Mazowieckie,Warsaw,Warsaw,Mazowieckie,"Warsaw, Mazowieckie, Polônia",Warsaw,Mazowieckie,Polônia,Polônia
United Kingdom,"Leeds, England, United Kingdom",England,Skipton,Leeds,England,"Leeds, Inglaterra, Reino Unido",Leeds,Inglaterra,Reino Unido,Reino Unido
Portugal,"Famalicão, Leiria, Portugal",Braga,Braga,Famalicão,Leiria,"Famalicão, Leiria, Portugal",Famalicão,Leiria,Portugal,Portugal
Spain,"Madrid, Community of Madrid, Spain",Community of Madrid,Madrid,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Spain,"Madrid, Community of Madrid, Spain",Community of Madrid,Madrid,Madrid,Community of Madrid,"Madrid, Comunidade De Madrid, Espanha",Madrid,Comunidade De Madrid,Espanha,Espanha
Belgium,"Hasselt, Flemish Region, Belgium",Flemish Region,Hasselt,Hasselt,Flemish Region,"Hasselt, Flemish Region, Bélgica",Hasselt,Flemish Region,Bélgica,Bélgica
Ireland,"Dublin, County Dublin, Ireland",England,Milton Keynes,Dublin,County Dublin,"Dublin, County Dublin, Irlanda",Dublin,County Dublin,Irlanda,Irlanda
